screener.SCREENID	screener.NUMBERES	screener.RESNAME1	screener.RESNAME2	screener.RESNAME3	screener.RESNAME4	screener.SLOCNAME	screener.COUNTRY	screener.REGION	screener.SECTOR	screener.SLOCSIZE	screener.TYPE	resource.RESOURID	resource.FK_Screenid	resource.RESNAME1	resource.TYPERES	resource.ANALUNIT	resource.SECTOR1	resource.SECTOR2	resource.SURFAREA	resource.LENGTH	resource.STOREVOL	resource.FLOWVOL	resource.CONTROL	resource.QUALBETR	resource.CONFLICT	resource.VARSPACE	resource.PREDVAR1	resource.VARYEAR	resource.PREDVAR2	resource.VAROTIME	resource.PREDVAR3	oplevel.OPLEVID	oplevel.FK_RESOURID	oplevel.PROBLEM	oplevel.WELLDEFN	oplevel.BOWNCLOS	oplevel.BAPCLOSE	oplevel.BEGDATE	oplevel.ENDDATE	oplevel.ESTNDATE	oplevel.DURATION	oplevel.NEWOPRUL	oplevel.RESCHANG	oplevel.NEWTECH	oplevel.NEWVALUE	oplevel.EXTINCAP	oplevel.NEWGROUP	oplevel.INTCHANG	oplevel.INTERNAL	oplevel.BEGBLNC	oplevel.ENDBLNC	oplevel.BEGRATE1	oplevel.ENDRATE1	oplevel.BEGRATE2	oplevel.ENDRATE2	oplevel.BEGRATE3	oplevel.ENDRATE3	oplevel.BEGQUAL	oplevel.ENDQUAL	oplevel.BEGPOLL	oplevel.ENDPOLL	oplevel.BEGCONDA	oplevel.ENDCONDA	oplevel.BEGCONDD	oplevel.ENDCONDD	oplevel.BEGCONDP	oplevel.ENDCONDP	oplevel.BEGTRUST	oplevel.ENDTRUST	oplevel.EOWNCLOS	oplevel.EAPCLOSE	oplevel.EXTPOLL	oplevel.SEX	oplevel.ETHNCID	oplevel.CLANID	oplevel.RACEID	oplevel.SOCSTRAT	oplevel.RELANIMS	oplevel.COMMLANG	oplevel.CULTVWR	oplevel.OTHRCOMM	oplevel.SOCSANCT	oplevel.PHYSANCT	oplevel.MONSANCT	oplevel.VARSANCT	oplevel.BRIBERY	oplevel.MONPAID	oplevel.NUMSUBGP	oplevel.SUBGP1	oplevel.SUBGP2	oplevel.SUBGP3	oplevel.SUBGP4	oplevel.SG1TOSG2	oplevel.SG1TOSG3	oplevel.SG1TOSG4	oplevel.SG2TOSG3	oplevel.SG2TOSG4	oplevel.SG3TOSG4	oplevel.REALOSER	oplevel.REALYES	oplevel.WORSTOFF	oplevel.RELEQUTY	oplevel.CONDITON	subgroup.SUBGRPID	subgroup.SBGPDES	subgroup.BNUMUSR1	subgroup.ENUMUSR1	subgroup.BNUMUSR2	subgroup.ENUMUSR2	subgroup.SGENDER1	subgroup.SGENDER2	subgroup.SETHID1	subgroup.SETHID2	subgroup.SCLANID1	subgroup.SCLANID2	subgroup.SRACEID1	subgroup.SRACEID2	subgroup.SCASTE1	subgroup.SCASTE2	subgroup.SRELID1	subgroup.SRELID2	subgroup.SLANG1	subgroup.SLANG2	subgroup.SCULTVWR	subgroup.ACCESS	subgroup.WITHDRAW	subgroup.MANAGE	subgroup.EXCLUDED	subgroup.EXCLUDIN	subgroup.RESIDENT	subgroup.KPRESURE	subgroup.FAMINCDE	subgroup.SUBNOT	subgroup.SUBSIM	subgroup.AVERINC	subgroup.SUBVAR	subgroup.LONGVAR	subgroup.ASSETS	subgroup.ALTSUPLY	subgroup.SUBWHERE	subgroup.OLSON	subgroup.RULEFOLL	subgroup.RULEBRAK
50478	7	Silean Banua Irrigation	Bondar Parhudagar Irrigation	Bondar Pansur Irrigation	Bondar Paringgiringgiron Irrigation	Lintong ni Huta	Indonesia	Orient	5	1200000	-1	50478.1	50478	Silean Banua Irrigation	2	2	5	222	0	-1	0	-1	-1	-2	-2	-1	-1	-1	-1	-1	-1	66.1	50478.1	7	1	1	2	1971	1976	1976	2	2	1	1	1	1	1	2	-2	3.3	3.3	-2	-2	1200000	1200000	-1	-1	3.3	3.3	1.3	1.3	3.3	2.3	3.3	2.3	3.3	2.3	1.3	1.3	-2	-2	2.3	2.3	1.4	2.4	1.4	1.4	1.4	1.4	1.4	1.4	2.3	3.3	2.3	-1	4.3	1.5	3	82.1	83.1	84.1	0	12222.5	12222.5	44444	12222.5	44444	44444	2.3	-2	2.3	2.3	0	84.1	Levy-paying members who reside ouside Linong ni Huta	0	0	2.3	2.3	2.3		1.3		2.3		1.3		1.3		1.3		1.3		1.3	1.4	1.4	-1	3.3	3.3	1.4	-2	-1	-1	-1	-1	-1	-1	5.2	-1	-2	2.3	1.4	1.3
50479	7	Bondar Parhudagar Irrigation	Silean Banua Irrigation	Bondar Pansur Irrigation	Bondar Paringgiringgiron Irrigation	Lintong ni Huta	Indonesia	Orient	5	40000	-1	50479.1	50479	Bondar Parhudagar Irrigation	2	2	5	111	-1	-1	0	-1	-1	-2	-2	-1	-1	-1	-1	-1	-1	67.1	50479.1	7	1	1	2	1860	1976	1976	7	1	1	1	1	1	1	2	-2	3.3	3.3	-2	-2	40000.3	40000.3	-1	-1	3.3	3.3	1.3	1.3	2.3	2.3	-2	-2	2.3	2.3	1.3	1.5	-2	-2	2.3	2.3	1.5	2.4	1.5	1.5	1.4	1.5	1.5	1.4	1.4	3.3	2.3	-1	4.3	10000.5	2	85.1	86.1	0	0	12222.5	44444	44444	44444	44444	44444	2.3	-2	2.4	2.3	0	85.1	Male hiers of Raja Parhudagar Simanjuntak who own propriety rights to the system.	-1	-1	1.3	1.3	2.3		1.4		1.4	Simanjuntak	1.4		1.4		1.4		1.4		1.4	1.4	1.4	1.4	1.3	3.3	6.4	-2	-1	-1	-1	4.4	1.3	1.3	6.3	1.3	-2	-1	1.4	1.3
50479	7	Bondar Parhudagar Irrigation	Silean Banua Irrigation	Bondar Pansur Irrigation	Bondar Paringgiringgiron Irrigation	Lintong ni Huta	Indonesia	Orient	5	40000	-1	50479.1	50479	Bondar Parhudagar Irrigation	2	2	5	111	-1	-1	0	-1	-1	-2	-2	-1	-1	-1	-1	-1	-1	67.1	50479.1	7	1	1	2	1860	1976	1976	7	1	1	1	1	1	1	2	-2	3.3	3.3	-2	-2	40000.3	40000.3	-1	-1	3.3	3.3	1.3	1.3	2.3	2.3	-2	-2	2.3	2.3	1.3	1.5	-2	-2	2.3	2.3	1.5	2.4	1.5	1.5	1.4	1.5	1.5	1.4	1.4	3.3	2.3	-1	4.3	10000.5	2	85.1	86.1	0	0	12222.5	44444	44444	44444	44444	44444	2.3	-2	2.4	2.3	0	86.1	All levy-paying customers	-1	-1	1.3	1.3	2.3		1.4		2.4		1.4		1.4		1.4		1.4		1.4	1.4	1.4	1.4	3.3	3.3	6.4	-2	-1	-1	-1	3.3	1.3	1.3	6.3	1.3	-2	-1	1.4	1.3
50490	3	Felderin Irrigation	Springerin Irrigation	Augstborderin Irrigation		Torbel Village	Switzerland	Europe	5	190000	-1	50490.1	50490	Felderin Irrigation	2	2	5	211	0	0	0		1.3	-2	-2	2.3	-2	-1	-1	-1	-1	68.1	50490.1	7	1	-1	2	0	1971	1971	-1	3	1	1	1	1	1	2	-2	-1	3.3	-2	-2	190000.3	190000.5	-1	-1	-1	3.3	-1	1.3	-1	2.3	-1	2.3	-1	2.3	1.3	1.3	-2	-2	2.3	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	2.3	4.4	-2	-2	-2	-2	1	87.1	0	0	0	44444	44444	44444	44444	44444	44444	1.3	there are gross inequalities in amount of water available per unit of land (p.73)	2.3	2.3	0	87.1	all appropriators of the resource	75.2	75.2	3.2	3.2	2.3		1.3		2.3		1.3		1.3		2.3		1.3	German	1.3	1.4	1.4	1.4	1.4	1.3	6.4	-2	2.3	-1	-1	2.3	2.2	1.2	6.4	-1	-2	1.3	1.3	1.4
50491	2	NIA Irrigation in San Antonio	Old Irrigation in San Antonio			San Antonio	Philippines	Orient	5	270000	-1	50491.1	50491	NIA Irrigation in San Antonio	2	2	5	211	0	1750.5	0		1.4	-2	-2	1.5	4.3	1.4	3.3	1.4	4.3	69.1	50491.1	8	1	1	2	1977	1978	1978	2	1	1	1	1	1	1	2	-2	3.4	1.5	-2	-2	230000.5	230000.5	-1	-1	3.3	3.3	1.3	1.3	2.4	4.5	2.4	4.5	2.3	-1	2.3	3.4	-2	-2	2.3	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	3.3	3.3	3.3	-2	-1	2.4	1	88.1	0	0	0	44444	44444	44444	44444	44444	44444	1.5	Those with fields located downstream	1.4	1.5	0	88.1	All appropriators of the resource	16.5	16.4	1.5	1.5	2.3		1.3		2.3		1.3		1.3		2.3		1.3		1.3	1.4	1.4	1.4	1.3	3.3	6.4	-2	2.3	-1	-1	3.3	-1	3.3	6.3	3.3	-2	2.3	4.4	2.3
50491	2	NIA Irrigation in San Antonio	Old Irrigation in San Antonio			San Antonio	Philippines	Orient	5	270000	-1	50491.1	50491	NIA Irrigation in San Antonio	2	2	5	211	0	1750.5	0		1.4	-2	-2	1.5	4.3	1.4	3.3	1.4	4.3	69.2	50491.1	8	1	1	2	1978	1978	1978	1	2	1	1	1	1	1	2	-2	1.5	1.5	-2	-2	270000.5	70000.5	-1	-1	3.3	3.3	1.3	1.3	4.5	4.5	5.5	5.5	2.3	-1	3.4	3.4	-2	-2	2.3	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	3.3	3.3	-2	-2	-2	-2	1	88.2	0	0	0	44444	44444	44444	44444	44444	44444	1.5	Those with fields located downstream	1.4	1.5	0	88.2	All appropriators of the resource	16.5	5.2	1.5	1.5	2.3		1.3		2.3		1.3		1.3		2.3		1.3		1.3	1.4	1.4	1.4	1.3	3.3	6.4	-2	2.3	-1	-1	3.3	-1	3.3	6.3	3.3	-2	2.3	4.4	2.3
10432	2	Port Lameron - Pagesville Lobsterfishery	Port Lameron - Pagesville Finfishery			Port Lameron - Pagesville	Canada	North America	1	500000000	-2	10432.1	10432	Port Lameron - Pagesville Lobsterfishery	1	1	1		310000000.5	0	0		2.5	1.5	-1	1.5	2.4	1.4	2.4	1.3	4.3	70.1	10432.1	2	1	-1	5	1928	1974	0	4	4	1	1	1	1	1	2	-2	2.3	2.3	-1	-1	-2	-2	-2	-2	2.3	2.3	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	3.3	4.3	-1	1.5	1.5	-2	1.5	-2	-1	1.5	1.5	-1	2.3	2.3	-1	2.3	-1	-1	1	89.1	0	0	0	44444	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	89.1	the group of men who fish for lobster	-1	29.5	-1	2.5	1.5		1.5		-2		-2		-2		-1		1.5	English	1.5	1.5	1.5	2.3	2.3	2.3	6.5	2.3	2.3	6.5	1.5	-1	1.4	-1	6.4	-1	-2	1.4	1.3	-1
10433	2	Port Lameron - Pagesville Finfishery	Port Lameron - Pagesville Lobsterfishery			Port Lameron - Pagesville	Canada	North America	1	500000000	-2	10433.1	10433	Port Lameron - Pagesville Finfishery	1	2	1		310000000.5	0	0		2.4	1.3	-1	1.4	2.3	1.4	2.4	1.4	4.3	71.1	10433.1	1	1	-1	5	1928	1974	0	4	4	1	1	1	1	1	2	-2	-1	2.4	-1	-1	-2	-2	-2	-2	2.2	2.3	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	3.3	4.3	-1	1.5	-2	-2	1.5	-2	-1	1.5	1.5	-1	2.3	2.3	-1	2.3	-1	-1	1	90.1	0	0	0	44444	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	90.1	the men who use either longlines or handlines to catch demersal fish	-1	33.5	-1	2.5	1.5	0%	-2		-2		-2		-2		-1		1.5	English	1.5	1.4	1.4	2.3	2.3	2.3	6.5	1.4	2.4	6.4	-1	-1	1.3	-1	6.5	2.3	-2	1.3	1.3	-1
50492	10	Watercourse Ten - Dakh Branch	Watercourse One - Lower Bari Link	Watercourse Two - Lowar Bari Doab	Watercourse Three - Gogera Branch	Village Ten - Punjab	Pakistan	Middle East & South Asia	5	1517600	-1	50492.1	50492	Watercourse Ten - Dakh Branch	2	2	5	111	0	5290	0	43	-1	-2	-2	1.3	3.3	1.3	3.3	-1	-1	72.1	50492.1	8	1	1	2	1978	1978	1978	1	2	3	1	1	1	1	2	-2	2.4	2.4	-2	-2	1517600	1517600	-1	-1	3.3	3.3	1.3	1.3	3.3	4.5	3.3	3.3	2.3	2.3	3.4	3.4	-2	-2	-1	2.3	2.3	5.4	2.3	1.4	2.3	1.3	1.3	5.3	3	-1	-2	-1	-2	-2	1	91.1	0	0	0	44444	44444	44444	44444	44444	44444	1.3	unequal distribution of land; high concentration of influence among large landholders; large landholders located in the head and mid portions of the watercourse	2.3	2.3	0	91.1	All appropriators of the resoruce	56.5	56.5	3.5	3.5	2.3		2.3		5.4	Jat Athwal	2.3		1.4	Jat	2.3		1.3		1.3	1.4	1.4	1.4	3.3	3.3	6.3	-2	1.5	2.4	2.4	3.3	3.4	-1	6.5	3.3	-2	2.3	-1	-1
10246	2	Fermeuse Cod Fishery	Fermeuse Salmon Fishery			Fermeuse	Canada	North America	1	-1	-2	10246.1	10246	Fermeuse Cod Fishery	1	2	1		0	0	0		2.4	1.5	2.4	1.5	2.4	1.5	2.4	1.5	4.4	32.1	10246.1	1	1	1	2	1961	0	1970	3	2	1	1	1	1	1	2		3.5	2.5	-1	-1	-2	-2	-2	-2	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	2.4	2.4	1.5	1.5	-1	1.5	1.5	-1	1.5	-2	1.5	1.5	1.4	1.4	5.3	5.5	2.4	-1	5.5	01000.4	2	42.1	92.1	0	0	11222.3	44444	44444	44444	44444	44444	2.5		-2	-2	0	92.1	The fishermen who live in Fermeuse, Port Kirwan, and Kingsman who fish the fall cod fishery.	-1	-1	-1	1.3	1.5	0%	2.5		-2		1.5		-2		1.5	Catholics	1.5	English	1.3	1.5	1.5	1.5	2.5	1.5	6.5	2.3	1.4	1.3	1.3	3.3	-1	1.3	6.4	3.3	1.3	1.3	1.4	1.4
50522	1	Chhahare Khola Ko Kulo, Baruwa Village Panchayat				Sindhu Palchok	Nepal	Middle East & South Asia	5	200000	-1	50522.1	50522	Chhahare Khola Ko Kulo, Baruwa Village Panchayat	2	2	5		0	2540.5	0	P:160  A:80  L:60  .5	1.3	-2	-2	1.3	3.3	1.5	3.3	-1	-1	73.1	50522.1	8	1	1	2	1983	1987	1987	2	1	1	1	1	1	1	2	-2	2.3	2.3	-2	-2	200000.5	200000.5	-1	-1	3.3	3.3	1.3	1.3	3.4	3.4	3.4	3.4	2.3	2.3	-1	-1	-2	-2	2.3	0	0	0	0	0	0	0	0	0	4.3	4.3	-2	-2	-2	-2	1	93.1	-2	-2	-2	44444	44444	44444	44444	44444	44444	-1	-2	2.3	2.3	0	93.1	All appropriators of the resource	250.5	250.5	5.5	5.5	2.3		2.3	Tamang (?)	2.3		1.3		2.3		2.3		1.3		1.3	1.3	1.3	1.4	1.2	4.2	6.4	-2	-1	-1	-1	-1	-1	-1	-1	4.3	-2	2.3	3.3	2.3
50523	1	Naya Dhara Ko Kulo (Kot Village Panchayat)				Sindhu Palchok	Nepal	Middle East & South Asia	5	550000	-1	50523.1	50523	Naya Dhara Ko Kulo (Kot Village Panchayat)	2	2	5		0	2120.5	0	P:885  A:590  L:295 .5	1.3	-2	-2	1.3	3.3	1.3	3.3	-1	-1	74.1	50523.1	8	1	1	2	1975	1987	1987	3	1	1	1	1	1	1	2	-2	2.4	2.4	-2	-2	550000.5	550000.5	-2	-2	3.3	3.3	1.3	1.3	2.3	2.3	2.3	2.3	3.4	3.4	1.3	1.3	-2	-2	2.3	0	0	0	0	0	0	0	0	0	2.2	3.2	-2	-1	-2	-2	1	94.1	-2	-2	-2	44444	44444	44444	44444	44444	44444	-1	-2	2.3	2.3	0	94.1	All appropriators of the resource	400.4	400.4	5.5	5.5	2.3		-1	Brahmin	-1		1.3		-1		-1		1.3		-1	1.3	1.3	1.4	1.2	4.2	6.3	-2	-1	-1	-1	-1	-1	-1	-1	3.3	-2	2.3	2.4	2.3
10577	7	Andres Quinta Roo Lobster	Playa del Carmen Amberjack Fishery	Ascension Bay Lobster	Isla Mujeres Turtle Fishery	Andres Quintana Roo	Mexico	Central America & Caribbean	1	180000000	-2	10577.1	10577	Andres Quinta Roo Lobster	1	1	1		180000000.4	0	0		2.3	1.3	-1	1.4	2.3	1.3	2.3	-1	-2	77.1	10577.1	2	1	1	2	1960	1979	0	4	4	1	1	-1	1	1	2	-2	4.2	3.3	20.3	51.3	-2	-2	-2	-2	2.4	2.4	1.3	1.3	-2	-2	-2	-2	-2	-2	1.3	1.3	1.4	1.4	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	-1	-1	-1	-1	1	95.1	-2	-2	-2	44444	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	95.1	men who belong to Andres Quintana Roo Coop	0	65.3	-1	3.3	1.5	0%	-1		-1		-1		-2		-1		1.5	Spanish	1.5	1.5	1.5	1.5	1.5	4.3	6.4	2.4	2.4	6.4	1.4	-1	-1	-1	6.3	3.3	-2	1.3	4.3	2.3
10578	7	Ascension Bay Lobster Fishery	Isla Mujeres Turtle Fishery	Isla Mujeres Lobster Fishery	Isla Mujeres Shrimp Fishery	Andres Quintana Roo	Mexico	Central America & Caribbean	1	160000000	-2	10578.1	10578	Ascension Bay Lobster Fishery	1	1	1		160000000.5	0	0		2.4	1.4	1.4	1.4	2.4	1.4	2.4	-1	-2	78.1	10578.1	2	1	1	2	1969	1986	0	3	2	1	2	1	1	1	2	-2	4.4	4.3	-1	-1	-2	-2	-2	-2	2.4	2.4	-1	-1	-2	-2	-2	-2	-2	-2	1.4	1.4	1.4	1.4	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	2.4	2.3	-1	2.2	1	96.1	-2	-2	-2	44444	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	96.1	members of the Vigia Chico coop	0	110.5	3.4	4.5	1.5	0%	1.5		-1		1.5		-2		-1		1.5	Spanish	1.5	1.5	1.5	1.5	1.5	1.5	6.4	2.4	1.4	6.4	1.4	-1	-1	-1	6.4	3.3	-2	1.4	2.4	-1
30579	1	Parwara Van Panchayat Forest				Parwara	India	Middle East & South Asia	3	2881400	-2	30579.1	30579	Parwara Van Panchayat Forest	1	1	3		2881400.5	0	0		2.5	-2	-2	1.3	4.3	-1	-2	2.2	-2	79.1	30579.1	1	1	-1	-1	1930	1980	1985	5	1	1	1	1	1	1	1	??	2.3	3.5	-2	-2	-2	-2	-2	-2	-1	3.3	1.4	1.4	-1	3.3	-1	-2	-2	-2	-1	2.4	2	1	2	-2	1.5	1.5	1.5	2.5	1.5	1.5	1.5	-2	1.4	5.4	2.5	3.3	-1	-1	1	97.1	-2	-2	-2	44444	44444	44444	44444	44444	44444	2.3	-2	-1	2.2	0	97.1	The membership of the subgroup is defined as the membership to the village.  Their occupation is agriculture.  They belong to two castes - Kshahiya and scheduled castes.	-1	110.3	-1	4.5	2.1	50%	1.4	Hindu	-2		1.5		2.5	Kshahiya	2.5	Hindu	1.5	Hindi	1.3	1.5	1.5	1.4	1.5	-1	6	-2	3.3	6.5	6.2	-1	-1	-1	-1	1.5	-2	1.5	2.3	-1
10796	2	Farquhar Beach	Negril			Farquhar Beach	Jamaica	Central America & Caribbean	1	518000000	-2	10796.1	10796	Farquhar Beach	1	2	1		518000000.5	0	0		2.4	1.5	-1	1.3	3.3	1.3	2.3	-1	-2	80.1	10796.1	1	1	3	-1	1942	1955	-1	3	1	1	1	1	1	3	2	-2	4.4	2.4	-1	-1	-2	-2	-2	-2	2.1	3.1	-1	-1	-2	-2	-2	-2	-2	-2	2.2	2.2	3.2	4.3	-1	1.5	1.5	-1	-1	-2	-1	1.5	-1	-1	-1	-1	-2	-1	-2	-2	1	98.1	-2	-2	-2	44444	44444	44444	44444	44444	44444	-1	-1	-1	-1	0	98.1	The men who reside in Farquhar Beach.	-1	94.5	-1	3.5	1.5	0%	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	-1	-1	-1	1.2	1.3	2.2	2.3	-1	6.4	2.3	1.3	-1	-1	2.2	3.2	-1	2.2	4.3	-2	1.3	-1	-2
10982	2	Port Phillip Bay				Victoria	Australia	Pacific	1	-1	-2	10982.1	10982	Port Phillip Bay	1	1	1		500000000.3	0	0		2.4	1.3	-1	1.2	2.3	-1	-2	1.2	4.3	81.1	10982.1	1	1	1	1	1968	1971	0	2	4	1	1	-1	-1	1	2	-2	5.4	1.4	1000.5	9.5	-2	-2	-2	-2	1.4	4.2	-1	-1	-2	-2	-2	-2	-2	-2	1.2	1.2	1.4	7.4	-1	-1	-1	-1	-1	-2	-1	1.3	-1	-1	-1	-1	-1	-1	-1	-1	1	99.1	-2	-2	-2	44444	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	99.1	Those fishers who hold a scallop license to dredge for scallops in Port Phillip Bay.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	1.5	English	-1	1.5	1.5	3.5	3.5	3.5	-1	-1	-1	-1	1.5	-1	-1	-1	-1	4.4	-2	1.5	-1	-1
10982	2	Port Phillip Bay				Victoria	Australia	Pacific	1	-1	-2	10982.1	10982	Port Phillip Bay	1	1	1		500000000.3	0	0		2.4	1.3	-1	1.2	2.3	-1	-2	1.2	4.3	81.2	10982.1	1	1	1	1	1971	1976	0	2	4	1	-1	-1	1	2	2	-2	1.5	3.5	9.5	165.5	-2	-2	-2	-2	4.1	2.2	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	1.4	7.4	-1	-1	-1	-1	-1	-2	-1	1.5	-1	-1	-1	-1	-1	-1	-1	-1	2	100.1	101.1	-2	-2	22112.5	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	100.1	Fishers who hold licenses to both Port Phillip Bay and to Lakes Entrance scallop fisheries.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	1.5	English	-1	1.5	1.5	3.5	3.5	-1	-1	-1	-1	6.5	6.5	-1	-1	-1	6.3	1.5	1.3	1.3	-1	-1
10982	2	Port Phillip Bay				Victoria	Australia	Pacific	1	-1	-2	10982.1	10982	Port Phillip Bay	1	1	1		500000000.3	0	0		2.4	1.3	-1	1.2	2.3	-1	-2	1.2	4.3	81.2	10982.1	1	1	1	1	1971	1976	0	2	4	1	-1	-1	1	2	2	-2	1.5	3.5	9.5	165.5	-2	-2	-2	-2	4.1	2.2	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	1.4	7.4	-1	-1	-1	-1	-1	-2	-1	1.5	-1	-1	-1	-1	-1	-1	-1	-1	2	100.1	101.1	-2	-2	22112.5	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	101.1	Fishers who hold licenses only to Port Phillip Bay scallop fisheries.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	1.5	English	-1	1.5	1.5	3.5	3.5	3.5	-1	-1	-1	-1	1.5	-1	-1	-1	-1	-1	1.4	1.4	-1	-1
10982	2	Port Phillip Bay				Victoria	Australia	Pacific	1	-1	-2	10982.1	10982	Port Phillip Bay	1	1	1		500000000.3	0	0		2.4	1.3	-1	1.2	2.3	-1	-2	1.2	4.3	81.3	10982.1	1	1	1	1	1976	1978	0	2	3	1	1	-1	1	1	2	-2	1.5	3.5	165	-1	-2	-2	-2	-2	4.1	2.2	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	1.4	7.4	-1	-1	-1	-1	-1	-2	-1	1.5	-1	-1	-1	-1	-1	-1	-1	-1	2	100.1	101.1	-2	-2	22112.5	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	100.2	Fishers who hold licenses to both Port Phillip Bay and to Lakes Entrance scallop fisheries.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	1.5	English	-1	1.5	1.5	3.5	3.5	-1	-1	-1	-1	6.5	6.5	-1	-1	-1	6.3	1.5	1.3	1.3	-1	-1
10982	2	Port Phillip Bay				Victoria	Australia	Pacific	1	-1	-2	10982.1	10982	Port Phillip Bay	1	1	1		500000000.3	0	0		2.4	1.3	-1	1.2	2.3	-1	-2	1.2	4.3	81.4	10982.1	1	1	1	1	1978	0	1985	2	4	1	1	-1	1	1	2	-2	1.5	3.5	165	-1	-2	-2	-2	-2	4.1	2.2	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	1.4	7.4	-1	-1	-1	-1	-1	-2	-1	1.5	-1	-1	-1	-1	-1	-1	-1	-1	2	100.1	101.1	-2	-2	22112.5	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	100.2	Fishers who hold licenses to both Port Phillip Bay and to Lakes Entrance scallop fisheries.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	1.5	English	-1	1.5	1.5	3.5	3.5	-1	-1	-1	-1	6.5	6.5	-1	-1	-1	6.3	1.5	1.3	1.3	-1	-1
10982	2	Port Phillip Bay				Victoria	Australia	Pacific	1	-1	-2	10982.1	10982	Port Phillip Bay	1	1	1		500000000.3	0	0		2.4	1.3	-1	1.2	2.3	-1	-2	1.2	4.3	81.3	10982.1	1	1	1	1	1976	1978	0	2	3	1	1	-1	1	1	2	-2	1.5	3.5	165	-1	-2	-2	-2	-2	4.1	2.2	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	1.4	7.4	-1	-1	-1	-1	-1	-2	-1	1.5	-1	-1	-1	-1	-1	-1	-1	-1	2	100.1	101.1	-2	-2	22112.5	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	101.2	Fishers who hold licenses only to Port Phillip Bay scallop fisheries.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	1.5	English	-1	1.5	1.5	3.5	3.5	3.5	-1	-1	-1	-1	1.5	-1	-1	-1	-1	-1	1.4	1.4	-1	-1
10982	2	Port Phillip Bay				Victoria	Australia	Pacific	1	-1	-2	10982.1	10982	Port Phillip Bay	1	1	1		500000000.3	0	0		2.4	1.3	-1	1.2	2.3	-1	-2	1.2	4.3	81.4	10982.1	1	1	1	1	1978	0	1985	2	4	1	1	-1	1	1	2	-2	1.5	3.5	165	-1	-2	-2	-2	-2	4.1	2.2	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	1.4	7.4	-1	-1	-1	-1	-1	-2	-1	1.5	-1	-1	-1	-1	-1	-1	-1	-1	2	100.1	101.1	-2	-2	22112.5	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	101.2	Fishers who hold licenses only to Port Phillip Bay scallop fisheries.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	1.5	English	-1	1.5	1.5	3.5	3.5	3.5	-1	-1	-1	-1	1.5	-1	-1	-1	-1	-1	1.4	1.4	-1	-1
11133	2	Lakes Entrance				Victoria	Australia	Pacific	1	-1	-2	11133.1	11133	Lakes Entrance	1	1	1		0	0	0		2.5	1.2	-1	1.3	2.3	-1	-2	1.3	4.3	82.1	11133.1	1	1	1	1	1971	1976	0	2	4	1	1	-1	1	2	2	-2	5.4	3.2	320	115	-2	-2	-2	-2	2.2	2.2	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	1.5	7.5	-1	-1	-1	-1	-1	-2	-1	1.5	-1	-1	-1	-1	-1	-1	-1	-1	2	100.3	102.1	-2	-2	22212.5	44444	44444	44444	44444	44444	-1	-2	-1	-1	0	102.1	Fishers who have a licence to fish Lakes Entrance scallop grounds only.	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-2	-2	-1	-1	1.5	English	-1	1.5	1.5	3.5	3.5	3.5	-1	-1	-1	-1	1.5	-1	-1	-1	-1	-1	1.4	1.2	-1	-1
